Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
12386.3,70842.1,-5662.44,36,262,3211
7527.74,9186.88,-3124.92,21,138,554
6470.74,8372,-2215,9,105,580
7986.62,12876.8,-2603.86,24,132,806
9536.95,23149.6,-3620,32,182,1212
9764.87,27292.7,-2030,31,156,1364
13303.9,45790,-5835.18,46,273,2061
5641.39,4287.75,-1540,13,88,292
12096.9,45464,-5160,16,228,2002
6537.92,13599.5,-1581.42,30,96,804
9733.55,47897.5,-3760,26,216,2677
8329.13,9672.36,-2820.82,23,138,554
8898.74,13881.9,-2879.79,24,148,729
25602.8,496133,-16211,145,577,15522
22876,266756,-15000,80,540,8870
5818.73,10356,-2116,9,96,648
11113.1,58486.3,-4398.11,125,217,2904
6060.12,12913,-231,62,109,806
7881.38,18966,-3255,35,152,1108
9183.13,27788.9,-2710,19,166,1414
11122.9,27392,-4897,47,225,1268
9861.15,55495,-5279,170,212,2674
7410.17,8038.89,-3440,30,149,549
9199.75,26558.3,-2983.54,102,158,1403
12162.9,68474,-4482,54,214,2533
7092.6,13807.7,-2382.72,96,120,809
14675.4,80428.5,-7033.47,78,320,3466
14846.9,183809,-9681,258,404,6978
9025.98,10991.8,-2952.18,27,156,654
14256.8,107939,-6310,58,322,4619
18598.4,139021,-8960,75,449,5537
16699.9,184386,-12726,59,405,7096
14436.3,28338,-6737,47,276,1169
13252.4,75361.1,-4730,43,264,3217
7679.52,16995,-388,7,116,886
7066.74,12777.3,-2852.12,15,132,806
13497.4,51154.5,-4250,40,234,2464
15712.7,223021,-8267,68,359,8597
13690.2,52665.7,-6117.45,48,288,2334
18456.5,309079,-10674,339,448,10961
13986.4,66062.9,-4060,56,224,2192
5447.1,5206.34,-1700,21,85,343
4942.82,2909.73,-1284.48,35,77,205
8087.7,9688.22,-2281.4,12,123,621
14727.5,115706,-6080,59,271,4426
13058,54019.6,-3800,18,216,2677
19248.4,161076,-10600,71,388,6290
9650.88,27466.9,-1870,27,166,1414
6957.94,6141,-1451,12,80,341
6858.25,5327.93,-1660,9,79,292
11562.4,48079.4,-1410,27,166,1414
19646.7,221048,-10685,67,437,7577
7503.62,13644,-2684,25,148,769
11551.3,112982,-3680,39,235,4905
3619.91,2399,-977,7,56,183
9063.3,23613,-3635,24,158,1258
4038.24,2266.85,-1128.56,22,54,165
7588.46,4175.55,-1600,29,86,205
6226,11731,-1062,20,101,804
11440.6,37430,-2665,30,147,1210
3583.76,1328.17,-662.313,32,40,100
25679,381090,-12477,129,661,12215
8751.63,14889,-4903,15,160,769
13036.9,60446.9,-4910,25,247,2754
13414,95844.9,-5761.78,46,294,4249
7561.98,9600.31,-2477.78,15,123,621
9441.23,26259.5,-3367.83,29,174,1415
5211.17,3386.48,-822.76,50,51,132
4037.77,2194.64,-1080.14,20,54,165
9714.21,29589.7,-1950,29,156,1364
50895.5,2352450,-25390,302,962,38971
5498,7006,-2708,11,89,485
13504.8,62330,-7140,13,187,1928
28631.7,539292,-17198,91,622,16243
5630.93,4165.8,-1553.13,126,88,318
14897.5,145023,-5550,54,315,5844
11827.3,47049.4,-6480,22,215,2188
4842.01,2932.41,-1240.23,48,67,224
7454.82,21248,-2532,14,121,1156
6843.42,13963.9,-2390.98,89,120,809
8400.06,23751,-5400,21,179,1462
10256.8,33079.8,-870,30,166,1111
5751.52,4129.73,-1520.65,126,88,318
7233.48,11814,-3064,4,121,725
18165.5,204814,-8886,24,374,7459
6338.1,10327,-2690,16,109,689
7182.57,13967.1,-2402.27,91,120,809
8234.02,4465.94,-2477.05,46,131,271
21328.3,279173,-10124.5,68,468,9276
11131,34674,1410,42,166,1111
13213.6,79811.6,-5450,58,272,3539
12198,45319.4,-2670,43,223,2059
7982.94,25708.7,-1870,30,156,1364
8751.11,12778.7,-2650.32,90,136,619
7288.54,14178.6,-2340.81,88,120,809
8938.59,38391.9,-2370,16,196,1885
10396.2,10366.4,-2270,31,154,587
11091.6,39298.3,-3594.69,29,193,2118
9552.34,16681,-3841,88,172,973
26230.2,328080,-9130,77,540,8870
11104.2,50063.1,-5040,19,216,2677
14056.1,140468,-5200,47,315,5844
26064.8,656324,-15954,83,614,19827
5658.92,4368.51,-808,22,88,292
12872.7,51041.5,-4280,31,234,2464
8935.31,26925.4,-3031.19,93,158,1403
9055.52,29103.4,-3437.35,32,179,1626
7066.77,12822,-1810,12,129,808
4018.94,2191.37,-1029.73,20,54,165
23095.1,520140,-11278.8,120,540,18067
13106.3,82418,-7527,47,325,3465
2491.23,52.2254,-656,8,33,5
10791.5,39866,-3919.71,26,193,2118
7642.99,7037.49,-2075.54,41,108,428
14274.2,57692,-7205,82,258,2330
12962.9,46871.8,-5950.89,68,273,2061
10071.8,34752.3,-4313.84,124,208,1691
13423.3,77766.5,-5624.9,27,262,3211
16823.8,201357,-9300,42,390,7459
4886.03,3485.93,-918.181,49,51,132
4629.43,3223.47,-1232.17,34,71,249
11977.7,62135,-4375,229,216,2396
12920.8,79748.6,-7030,46,272,3539
25168.6,273970,-9400,106,537,8350
4581.72,3289.44,-1355.08,34,71,249
19870.4,190729,-14345,304,437,6411
6374.94,7457.23,-1450.34,48,93,545
13467.7,79140.1,-5510,60,272,3539
2560.44,52.8877,-374,8,33,5
14065.5,76653.7,-6450.8,80,320,3466
5704.25,4205.56,-1080,12,79,317
10264.4,28254.5,-2410,27,194,1521
35558.1,767330,-12671,155,679,16966
12356.3,49270.4,-6080,28,215,2188
11744.2,40825.9,-3884.51,28,193,2118
37563.7,1073140,-22125,184,775,25801
5609.1,9899.21,-2910,27,109,689
9542.75,39777.1,-3030,21,196,1885
11908.7,30235.9,-2080,39,194,1521
8203.24,13298,-3344,9,112,549
10350.2,37995.3,-4202.73,130,205,1751
7216.59,9580.74,-2493.61,26,123,621
8037.22,10280.1,-2346.36,28,123,621
8658.07,12416.8,-2410.26,72,128,693
5501.06,4134.41,-1521.63,128,88,318
25495.1,477157,-10900,58,483,15505
9816.78,32930.3,-3577.92,100,176,1922
8095.09,16522.8,-2860.91,75,142,844
22422.6,515581,-11590.3,144,540,18067
2523.09,60.1734,-569,92,33,5
5902.91,6371,-1049,272,95,429
8365.58,25516.4,-3211.34,34,157,1519
15156.7,202367,-8665,55,388,7588
18511.2,159861,-10200,84,388,6290
8107.84,13052.3,-2687.49,16,132,806
10811.2,38698.2,-3867.22,28,193,2118
9935.1,38684.3,-3970.25,32,193,2118
9448.81,51046.4,-2360,23,188,2599
14174,63458.7,-6510,28,247,2754
10177.5,53842.8,-2580,32,188,2599
7804.95,12759,-2981,34,160,770
12756,68486,-4464,38,264,2681
18011.8,198454,-8530,46,390,7459
7995.23,9542.68,-2422.05,20,123,621
4012.01,2177.13,-1127.91,20,54,165
17506.3,63952,-6749,68,292,2756
3794.7,1493.48,-949.764,38,52,133
25518.3,479263,-11700,54,483,15505
25836.5,496778,-16870,136,640,16053
5677.43,4178.1,-1485.49,124,88,318
4814.44,3028.91,-1182.64,36,71,249
18545.8,266047,-12163,85,481,8479
17879.4,159581,-7847,96,389,5536
4165.28,2013.43,-1086.75,6,63,166
2456.07,54.2252,-184,6,33,5
23883.2,471876,-12000,70,483,15505
9058.63,13430,-2950.43,18,148,729
4598.3,4146.34,-1130,11,79,317
10950.6,69097.6,-5315.89,144,247,3373
9133.42,14045.5,-2699.69,30,148,729
12341.1,78212.9,-7000,51,272,3539
14477.5,96071,-5727.76,51,294,4249
10077.4,40387.6,-3110,22,196,1885
4121.28,1810,-1462,17,67,148
10272.1,10295,-1620,37,154,587
7489.6,12231,-2556,18,126,689
10705.9,38859.4,-3770.72,38,193,2118
10224.5,21567,-4351,87,184,1118
7333.47,8785,-3057,15,106,552
4124.7,2177.29,-1034.97,20,54,165
11906.8,73852.8,-4010,30,249,3630
3811.83,2190.05,-1108.8,20,54,165
6611.83,6833.75,-2000,160,109,486
6004.88,5346.71,-1820,25,85,343
8417.11,12249,-2200,25,140,656
7466.67,14110.2,-2345.68,96,120,809
22053.8,515804,-11542,143,540,18067
9873.69,34804.4,-4416.26,120,208,1691
5498.23,4180.48,-1499.6,120,88,318
11135.8,25976,-4762,24,195,1467
6477.21,10274,-2150,15,109,689
24928.8,479151,-10883,86,489,8876
12733.7,79056.2,-5290,49,272,3539
5783.28,7559.43,-1862.81,75,104,457
10361.6,58812,-130.157,107,217,2904
13871.1,131378,-4492,82,306,5630
6638.27,5345.31,-2090,9,79,292
21682.5,317300,-10970,84,449,9827
21706.8,328049,-11443,93,404,9138
13757.3,83841,-7462,27,261,3454
9984.95,27567.7,-1930,41,194,1521
9915.8,49426.1,-6660,22,216,2677
25082,253828,-8880,100,537,8350
9804.32,26108.4,-3273.72,27,174,1415
13117.5,140351,-6289.26,170,308,6057
14390.5,180746,-7489,84,372,6863
7754.31,6868,-2778,21,139,429
15281.9,116739,-5910,57,271,4426
21499.4,465709,-12700,80,483,15505
9292.05,26158.8,-3007.99,31,157,1519
6931.52,9203.3,-3230.41,32,138,554
5518.79,4285.92,-731,11,79,317
3806.95,2169.38,-1146.25,20,54,165
9168.42,17198,-4155.66,32,183,931
21859.2,468861,-10019,101,442,12979
2446.29,51.7125,-601,8,33,5
13225.4,60448,-4680,36,247,2754
13355.7,90324.1,-4660,60,254,3885
6477.76,13306.5,-1616.33,18,96,804
10866.4,66003,-6610,46,228,2966
10209.2,22983,-4167,35,190,1161
9264.83,22982.5,-4760,28,182,1212
9678.51,38231.6,-3687.94,36,180,2054
20633.9,160155,-8630,93,449,5537
7189.37,5728.22,-1120,24,79,292
16862.9,158979,-8631,59,354,6405
6742.64,5239.04,-2437.2,70,107,346
12376.3,113266,705,41,235,4905
4899.28,3951.78,-1590,20,88,292
9363.74,37928.8,-3795.49,38,180,2054
11111.1,51441.5,-4494,108,209,2534
8891.92,28869.5,-3414.65,33,179,1626
5091.81,4269.08,-1520,10,79,317
11354,68841,-5142.48,150,247,3373
23949,519895,-11320.2,140,540,18067
10575.1,53717.5,-3330,31,188,2599
10025.7,10536.3,-2730,35,154,587
8308.81,33486,-4184,17,155,1808
14194.9,73977,-5182,36,299,3379
12236.5,133472,-6364,46,254,5416
6996.06,4073.9,-2258.25,71,101,249
6793.45,6067,-2743,4,76,318
7830.49,17284,-4920,11,132,850
13962.6,46974,-5690.4,63,273,2061
6548.9,5255.66,-1700,8,79,292
10712.6,31987.6,-4935.66,106,204,1692
14405.8,73996,-3841,40,303,2901
12949.7,74374.4,-4340,24,249,3630
8064.21,9521.81,-961,25,102,516
9409.19,26958.2,-2130,22,166,1414
8287.79,11330,-3587,27,122,615
4589.01,1933,-1706,10,61,148
13579.4,98062.5,-5354.46,162,281,4061
7799.2,12865,-2802.87,15,132,806
3812.77,2141.06,-1090.02,20,54,165
14644.4,59660.8,-2430,52,223,2059
15588.6,116375,-3450,50,271,4426
5315.15,3413.6,-790.954,46,51,132
24955.3,520746,-10216.1,137,540,18067
16512.4,195641,-8660,59,390,7459
3824.02,2162.45,-1159.66,20,54,165
12674.2,99065,-6710,203,263,4248
16625.9,159835,-7509.96,80,352,6744
2320.51,55.3419,-275,94,33,5
7318.6,4104.22,-2200.1,69,101,249
25999.3,481586,-12100,88,483,15505
13779.4,128523,-7673,75,346,5420
18897,160331,37900,83,388,6290
6454.99,11796.8,-1878.9,15,105,765
8169.22,11978.8,-2552.44,82,128,693
12174.1,72181,-6643,37,253,3134
7226.94,10434,-3162,8,137,656
9737.31,49720.4,-6830,32,216,2677
11909.4,54043,-6089,70,210,2255
5887.45,4176.48,-1559.42,120,88,318
12806.4,73746.8,-4000,26,249,3630
5297.79,4031.48,-1940,14,79,292
4459.72,3234.45,-1242.38,34,71,249
6268.3,6034,-1882,65,90,420
16012.8,164435,-7960.19,73,352,6744
10245.7,39694,-5506,236,191,2119
5007.59,4945,-1372,34,77,340
13505.4,49957.3,-4000,33,234,2464
12402.9,74066.4,-3770,22,249,3630
5621.79,4330.75,-1225.34,9,72,340
22605.5,410715,-8280,68,473,14125
8008.15,12458,-3366,24,169,695
9821.92,26131.2,-3371.5,25,174,1415
13134.5,51333.6,-1500,35,234,2464
9381.58,13727,-2958.43,20,148,729
13862,71391,-5831,264,255,2751
10150.4,36800.3,-3600,39,196,1997
10074.1,51315.7,-2920,28,188,2599
12118.8,73762.4,-4180,20,249,3630
12040.1,110734,-5400,40,257,4523
6314.76,7822.57,-1731.5,63,104,457
17271.5,160687,-11300,77,388,6290
5786.26,3629.83,-993.327,26,71,249
8225.49,12088.9,-2587.32,81,128,693
9273.27,38062,-3699.84,38,180,2054
9830.91,39579,-3987,38,182,1993
10662.4,38621.7,-3960.21,40,193,2118
13771.1,143816,-5771.46,160,308,6057
12452.9,71412.6,-5628.32,28,262,3211
13239.3,51962,-6367,129,272,2468
14784.6,145551,-8616,193,359,6078
13123.6,78485.7,-5040,63,272,3539
6686.13,10452.5,-3640,16,109,689
18060.3,197832,-9019,64,388,7464
6925.03,4144.85,-1880,26,86,205
36655,1422530,-17263,129,875,36502
6477.07,7582.64,-1617.91,64,104,457
7657.59,9354.08,-3087.78,15,138,554
7773.09,4705.26,-2685.54,37,131,271
4357.34,2254.9,-996.106,22,54,165
11572.7,45735,-1780,44,223,2059
10939.7,42173,-5095,37,197,2055
18064.4,250646,-9483,84,468,8473
20081.4,281917,-9354,76,457,9274
10091.7,17025.3,-3675.96,76,172,973
11209.4,86899.5,-2510,12,220,3450
13841.7,81864,-5080,61,272,3539
11851.7,57414.9,-3270,66,224,2192
16056.7,116627,-4730,64,271,4426
9825.88,35257.4,-4325.2,119,208,1691
5750.58,7115.45,-1678.1,54,93,545
14405.5,59199.2,-6815.36,163,305,2610
10349.9,49929,-5396,44,255,2530
24501.9,472379,-12600,44,483,15505
6621.6,12036.8,-1835.81,8,105,765
8014.03,11993.1,-2540.85,84,128,693
14793.9,142726,-8163,239,371,5742
6323.24,12986.9,-1704.51,14,96,804
7322.17,8874.15,-1903.26,79,107,517
9283.25,25748.4,-3440.97,29,174,1415
11285.5,25809,-4623,42,203,1308
10861.9,35682.3,-4258.51,135,208,1691
3567.77,1431.19,-1005.52,42,52,133
9317.62,36696.1,-4570,37,196,1997
8614.74,51165.2,-4120,24,188,2599
20785.4,255605,30300,71,540,8870
6861.08,5385.02,-1930,11,79,292
6533.86,13576.3,-1569.7,15,96,804
8548.09,14015.3,-2858.94,19,148,729
12183,73743.3,-4590,27,249,3630
4262.84,409,-952,9,55,36
8305.49,9861.57,-2396.3,12,123,621
9666.76,10292.9,-1810,36,154,587
4723.16,4230.54,-1880,9,79,317
5960.68,11248.8,-1938.34,25,102,764
8299.06,11978.2,-2549.6,82,128,693
7681.59,7974,-2144,23,137,488
8778.14,16871,-2480,26,163,932
5798.52,3488.97,-724.454,49,51,132
9072.83,17185.7,-4270.5,36,183,931
12527.9,129817,-7535,118,258,5414
8335.12,11047.6,-3111.05,33,156,654
14709.5,59547.4,-3840,65,224,2192
4831.9,2873.87,-1266.35,50,67,224
11376.1,113509,-3700,48,235,4905
9753.25,28496,-2835.19,94,158,1403
15946.3,114927,-4470,52,271,4426
18082.2,64575,-7839,187,342,2468
8411.67,12220,-2397.13,80,128,693
20751.5,153557,-8730,104,449,5537
11152.3,43262.4,-3170,15,196,1885
12921.4,60135.8,-5580,23,247,2754
20836.6,340701,-8570,108,462,11563
12479.7,68088,-7615,42,260,3137
10713.6,37305.2,-4084.31,107,205,1751
4942.25,3379.65,-834.824,49,51,132
25351.5,476365,-11600,53,483,15505
18658.3,103238,-11930,207,367,3892
8276.14,25338.7,-3191.52,35,157,1519
18533.3,177059,-9075,48,392,6182
13155.2,60447.3,-5080,36,247,2754
6951.57,14047.1,-2322.27,90,120,809
11328.5,69064.4,-5381.11,150,247,3373
7740.12,10094.3,-2373.19,26,123,621
13921,67788,-9270,161,292,2539
15068.5,107553,-7120,44,302,4252
4550.95,2733.45,-954.349,37,54,204
13450.6,46095.6,-5504.43,47,273,2061
10330.6,60880,-3371,34,229,3053
9649.72,17405.9,-4049.67,35,183,931
14560.8,74509,-3917,45,295,3065
6646.55,10322.2,-3360,13,109,689
5329.85,4412.01,-1560,17,88,292
9147.41,39660,-4400,80,202,2124
7893.81,10907,-3411.79,34,156,654
8242.99,30391,-4940,70,170,1805
4454.01,1399,-1112,8,61,101
22946.8,516498,-11536.6,132,540,18067
10251.4,31297,-4024,49,242,1469
6156.12,10919.6,-1794.44,24,102,764
7802.66,5255.33,-1851.22,21,107,346
12632.1,46213.9,-5869.65,61,273,2061
9945.75,31692,-5676,100,189,1687
9025.98,27427.7,-2690,24,166,1414
8798.37,20055,-3430.59,78,163,1162
8594.92,26719.7,-2420,26,156,1364
9261.42,10534.5,-566.86,0,130,490
16618,162568,-7484.82,83,352,6744
13711.3,47455,-2090,51,234,1581
26181,490999,-12200,51,483,15505
3607.61,969,-1228,11,56,87
5541.25,4197.2,-1505.6,121,88,318
5228.52,4079.1,-248,13,79,317
14970,91861,-7784,112,358,3296
6209.99,5244.54,-1550,24,85,343
6613.6,10135,-3580,15,109,689
13947.5,103142,-10075,54,335,4250
8257.41,26603,-4922,10,142,1109
5551.67,3240.1,-1069.11,39,71,249
16448.6,144996,-7575.88,193,362,5847
6844.07,4055.13,-2281.5,62,101,249
13062.9,61608.4,-5580,33,247,2754
2242.17,53.6338,-339,96,33,5
5187.38,3336.77,-777.585,47,51,132
13647,96066.6,-5913.69,55,294,4249
9251.47,10649.9,853,27,149,549
10875.2,44735,-4333,86,192,2189
5461.83,4349.85,-1880,15,79,292
6202.74,5452,-1868,40,98,345
10217.5,48375.7,-5230,17,216,2677
5981.8,6807,-1586,9,80,316
18219,269626,-13288,276,428,9806
7325.61,12529,-3098,29,131,730
7423.68,13548.3,-2349.33,82,120,809
9950.14,10300,-1930,35,154,587
6708.7,6613.3,-2160,15,119,395
8598.14,22510.4,-4790,38,182,1212
5542.69,4243.91,-871,19,88,292
10854.9,22427,-5016,26,178,1112
15438.9,83771.7,-2310,55,223,2059
9389.9,52095.7,-3180,29,188,2599
10077.9,34028.9,-3413.54,71,176,1922
7878.39,25256,-2813,146,157,1408
9312.93,27215.7,-2919.28,88,158,1403
6863.11,12506,-4202,22,144,811
13540.8,51676.6,-2870,44,234,2464
7484.99,9280.98,-3097.33,25,138,554
9747.05,18768.4,-3820,31,168,772
6189.59,7174.03,-1615.69,52,93,545
9406.46,22695.2,-2250,11,166,1111
15409.4,117101,-5310,59,271,4426
7925.06,16454,-4531,22,137,849
8111.38,12783.3,-2517.22,29,132,806
11383.6,37936.4,-1600,37,166,1414
13913.6,90425.9,-4600,40,254,3885
13434.1,75057,-7018,202,310,3463
7157.98,17570,-2765,62,110,929
7950.11,12825.3,-2716.48,15,132,806
7378.51,8098,-2667,26,112,431
5055.57,4112,-2146,46,81,293
7232.04,9031.08,-2200,21,102,516
9682.78,28616.6,-1920,30,194,1521
4934.45,3938.09,-1070,22,88,292
8936.74,26402.2,-2230,41,156,1364
7955.88,12864.2,-2713.33,15,132,806
5573.04,7082.35,-1658.21,48,93,545
10851.9,38277.6,-4052.84,114,205,1751
16800.8,105041,-5774,48,333,4250
7528.93,13514.7,-483,52,121,808
24890.9,275825,-10100,120,537,8350
6578.22,8636.91,-1780,29,102,516
12748.4,46877.9,-4500,23,215,2188
5327.73,4375.52,-696,13,88,292
8469.56,4766.93,-2568.75,23,131,271
21351.1,216648,-4800,76,403,6746
13642.1,145538,-6331.85,162,308,6057
13720.6,47097.7,-5868.76,55,273,2061
7652.77,4701.29,-2751.05,29,131,271
5588.1,4745,-506,24,85,343
12413.8,114907,-3120,41,235,4905
13964,52507.5,-5990.54,52,288,2334
9783.36,16951.7,-3875.34,79,172,973
16431.8,159779,-7795.62,70,352,6744
14845.8,96236,-10085,201,305,4065
9492.82,16694.1,-3820.62,89,172,973
21686.3,355374,-3820,89,462,11563
4542.28,5311,-2197,18,76,396
6889.42,4093.13,-2458.71,64,101,249
14158.1,93957,-5755.07,47,294,4249
5486.36,4153.75,-1560.88,126,88,318
9776.61,40945,-5056,29,222,2125
18563.1,274133,-7405,58,458,9003
15343.5,80553.6,-7183.69,68,320,3466
4763.53,4049.31,-729,17,79,317
17080.5,160810,-12800,90,388,6290
3580.3,1412.21,-590.767,33,40,100
2371.56,50.1714,-533,92,33,5
16127.6,115420,-4170,61,271,4426
8132.28,9525.59,-2889.77,19,138,554
9123.59,16967.1,-2725.06,65,142,844
4270.42,1867,-2205,37,62,163
8970.22,14999,-3493,15,165,848
18115.3,161376,-10600,80,388,6290
23164.3,516310,-11615.4,145,540,18067
22525.7,516317,-11426.1,143,540,18067
6082.76,11692.2,-1920.05,16,105,765
26869.9,282130,-10800,85,540,8870
9258.02,38792.2,-2710,21,196,1885
13357.7,62020.1,-4990,30,247,2754
12836.4,107307,-8927,126,252,4807
5720.32,7659.37,-1845.05,72,104,457
7553.8,9491.9,-1894.59,72,107,517
11310.4,68873.6,-5198.14,147,247,3373
8010.57,12862,-2743.19,15,132,806
15831.8,101989,-6468,93,340,3797
13609.8,60399.2,-4780,34,247,2754
9709.76,38889.6,-2610,11,196,1885
11533,112982,-3820,39,235,4905
19374,165100,-4061.46,89,352,6744
21183.2,324568,-13759,323,482,10983
12290.5,46185.8,-5350,17,215,2188
5641.91,4369.98,-860,19,88,292
9663.6,27591.9,-2370,26,166,1414
9151.83,23021.6,-2500,15,166,1111
8576.23,12374,-2475.05,82,128,693
10802.6,33787.8,-3030,22,234,1581
23394.3,516483,-11403.1,119,540,18067
9244.16,11533.1,-3010.42,34,156,654
3850.44,1455.4,-979.368,41,52,133
5922.96,11214.5,-2188.58,5,105,765
6206.1,7067.72,-1534.49,47,93,545
8065.52,3699,-2157,36,123,152
18900.5,147771,-10100,78,449,5537
16725.7,166118,-7416.65,72,352,6744
22212.6,515668,-11559.6,139,540,18067
5232.84,3516.26,-839.097,47,51,132
13574.5,77027.1,-2790,39,264,3217
16795.6,177114,-8712,55,342,6982
9263.55,17395.1,-4181.17,30,183,931
32820.8,1611580,-21402,148,986,40959
5683.57,4800.58,-1350,21,85,343
11934.2,62337,-5325,129,243,3050
16010.8,119784,-4200,57,271,4426
18386.9,161666,-6412.64,116,352,6744
13158.6,39255,-5186,50,273,1695
12232,83120,-7431,41,332,3638
4549.03,3076.41,-1225.51,40,71,249
18560.3,258932,-10508,130,355,9401
12574.6,116422,-3470,42,235,4905
6861.95,10502.4,-3270,15,109,689
11806.4,53274,-8214,141,247,2466
24237.4,273048,-10200,100,537,8350
8277.55,4740.6,-2615.43,30,131,271
10123.1,28546,-2760,27,194,1521
6848.89,5252.05,-2155.44,59,107,346
8833.89,26397.9,-2670,31,156,1364
10724.2,39762,-4498,135,233,2125
5434.34,3360.47,-1081.95,38,71,249
3594.59,2120.5,-1147.73,21,54,165
6088.22,11084.4,-1913.77,20,102,764
20427,320484,-12276,295,451,11274
17687.8,153683,-11300,79,449,5537
18414.3,160313,-9330,93,388,6290
8269.86,12165,-3472,25,150,729
10321.9,35962.3,-4316.41,117,208,1691
10114,33666,-4477,35,210,1698
14819,71100.6,-3510,63,224,2192
25119,289032,-11000,103,537,8350
9766.47,26140.3,-3394.65,25,174,1415
14107.1,79695,-6825,252,310,3464
18867.5,197979,-7660,55,390,7459
6898.14,13925.3,-2382.49,98,120,809
12020.4,34032.7,-1700,26,234,1581
6293.43,9485,-3055,30,132,623
8733.54,44082,-5005,39,188,2188
6061.3,5005.46,-1900,8,79,292
14536.7,54081.8,-4110,40,215,2188
10729,35189.9,-4245.07,131,208,1691
8485.72,13431.2,-2838.9,11,148,729
17318.1,321115,-9575,60,415,12186
14323.9,59508.9,-6786.01,162,305,2610
8147.16,4826.52,-2544.14,25,131,271
9934.15,26789.5,-2716.77,28,174,1415
9761.2,34220,-4547,23,188,1991
7074.31,5575.89,-2302.63,69,107,346
7108.35,4499.7,-2050,26,86,205
12716.6,75368.4,-5507.33,53,262,3211
12837.5,46962.7,-5880.67,63,273,2061
8586.58,12186.9,-2460.86,80,128,693
8722.14,47006.9,-4550,23,216,2677
8694.47,8146,-2647,31,133,426
13249.3,46138.5,-5566.66,66,273,2061
13509.6,92110,-5886,30,294,4064
9596.24,25395.6,-3270.6,20,174,1415
13469.7,82920,-6493,88,230,2825
5098.88,5895,-3193,27,85,401
10599.9,38298,-4760,39,204,1874
7303.28,4017.06,-2334.26,70,101,249
16394.2,61243,-6390,61,315,2536
25895.3,345730,-16247,189,588,10404
10181.9,34842.3,-4392.43,119,208,1691
16939.6,175944,-7546,54,391,7098
9565.54,29934.8,-2728.17,82,156,1521
13347.5,61750.9,-4830,28,247,2754
8616.65,9580.28,-2764.84,23,138,554
7167.23,5395.72,-1550,16,79,292
9094.65,11354.9,-2984.71,36,156,654
10642.8,18694.6,-2470,28,168,772
6132.72,3843,-2042,11,100,248
8836.33,16300,-5021,36,154,932
4548.51,1208.93,-748.43,13,51,102
15983.6,115972,-4500,58,271,4426
16762.6,110541,-6220,34,322,4619
13605,60999.8,-5470,24,247,2754
9550.91,25945.3,-3271.79,27,174,1415
12415.4,53198.6,-4211.24,96,209,2534
14936.4,58374.5,-5070,38,215,2188
8828.21,13132.1,-2513.93,16,132,806
9270.44,39513.1,-4090,11,196,1885
9868.87,35005,-3824,32,204,1934
3981.62,2199.18,-915.964,23,54,165
7264.19,13372,-3638,47,111,726
7621.42,13990.3,-2315.8,92,120,809
7424.84,13150,-3447,14,131,807
5165.53,6943,-1092,9,86,456
10073.5,23619,-4336,29,175,1308
9573.98,30265.3,-3277.25,117,171,1747
21518.7,242311,-10500,104,537,8350
5800.63,4139.68,-1542.2,120,88,318
18413.2,400932,-8760,82,473,14125
9328.19,49361.6,-6710,23,216,2677
2487.87,51.7899,-209,92,33,5
12822.1,100721,-4643,24,308,4820
8524.9,18113,-3508,9,127,888
4046.38,1957.82,-1071.3,5,63,166
10087.8,24391,-2504,42,208,1313
10273.1,38043.1,-4166.94,134,205,1751
5304.84,3020.68,-1198.93,51,67,224
10326.6,84462.7,-2320,21,220,3450
15678.2,116883,-5440,53,271,4426
14758.7,144611,-5975.82,162,308,6057
22826.5,516634,-11652.3,143,540,18067
5702.76,4130.16,-1568.15,126,88,318
9104.76,28146,-3670,29,194,1521
16172.9,161392,-7644.43,70,352,6744
5173.86,4138.96,-1170,11,79,317
10888.7,33817.1,-2930,21,234,1581
8500.14,26989.7,-2590,26,156,1364
4300.01,1935.17,-1101.34,5,63,166
8732.66,38505,-5823,25,205,1992
10261.4,35518.9,-4242.17,118,208,1691
14153.9,77552.7,-7114.56,82,320,3466
11217,84806.5,-2850,22,220,3450
11184.6,57751,-2230,46,223,2822
10803,38217.9,-3410,42,196,1997
11305.3,31533.3,-4200,39,234,1581
12189.6,21179,-4125,112,240,1164
16720.2,133299,-6722,70,349,5329
14015.4,51231.7,-3850,44,234,2464
5884.35,10842.8,-1887.45,19,102,764
10381,30065.1,-1650,33,234,1581
23117.8,471601,-11200,49,483,15505
9715.56,27503.1,-2000,24,194,1521
9226.34,27246,-3856.25,95,214,1469
8633.64,4931.63,-2580.36,36,131,271
8253.16,23231.8,-2856.74,25,154,1252
8986.39,17200.1,-4252.16,35,183,931
13826,72506,-2516.7,77,262,3211
14606.9,163923,-8240,251,320,6741
8937.8,13140.5,-2509.12,16,132,806
11022.6,85549.8,-3900,29,220,3450
6149.15,7598.07,-1879.64,77,104,457
9584.08,38580.6,-3200,21,196,1885
11321.1,85817.3,-3910,20,220,3450
9648.92,17432.2,-4054.53,35,183,931
10206.1,36888.7,-4030,42,196,1997
6474.58,10965,-1818.39,22,102,764
10444.1,33859.4,-3417.68,84,176,1922
11646.5,31612,-5147,49,220,1527
22408,276697,-9917.85,62,468,9276
16018.8,117545,-4920,54,271,4426
15785.5,123102,-8574,100,317,4724
20627,171233,-9470,86,449,5537
