Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Label
20398.5,327394,-11656,97,458,11268,1
15841.4,159468,-7576.78,66,352,6744,2
22808.4,515150,-10810,123,540,18067,4
5054.24,4273.34,-1350,11,79,317,2
8600.5,9643.54,-2784.7,16,138,554,4
9577.48,13236,-2564.19,79,136,619,4
13733.8,115406,-5886,43,298,4809,1
6327.04,5299.65,-2070,7,79,292,2
19717.6,411457,-10800,66,473,14125,4
5899.37,3765.68,-2570,12,86,205,3
12651.3,46127.9,-2540,36,223,2059,3
5146.35,3408.2,-809.296,50,51,132,2
12327.2,79097,-6220,41,272,3539,3
7350.5,8681.61,-1884.02,73,107,517,5
5702.86,7629.35,-1891.11,76,104,457,2
15265.6,146678,-5339,236,309,5850,1
13856.7,117929,-7260,35,285,5111,1
8197.25,21217,-37275,13,145,1251,1
12898.6,54649.2,-4150,32,216,2677,4
10790.3,68091.2,-5353.21,150,247,3373,2
10482.4,56658,-6180,55,187,2596,1
25330.6,500726,-13881,134,636,15869,1
10345.4,26428.2,-4286.04,41,214,1469,3
10237.9,17739.9,-3742.05,79,172,973,4
13172.8,49094.6,-5080,19,215,2188,3
6721.83,7715.91,-1376.99,41,90,405,5
6838.14,5325.3,-1870,10,79,292,2
8614.74,51165.2,-4120,24,188,2599,4
3954.47,1444.89,-1003.39,42,52,133,2
16495.1,105916,-8187,71,338,4075,1
8867.34,38751.8,-3902.09,42,180,2054,5
11830.7,52024,-5818,138,276,2755,1
12992.4,74696.9,-4050,32,249,3630,2
7611.28,15449,-2463.4,57,134,970,4
13077.9,60591.1,-5500,29,247,2754,3
7725.52,12847.4,-2808.44,15,132,806,4
8129.79,9700.68,-2877.17,97,130,490,2
5774.78,7260,-3007,59,94,456,1
7494.15,15106,-4572,10,133,807,1
10798.6,38044.2,-3925.84,99,205,1751,3
22538.5,515854,-11626,146,540,18067,4
11389.5,113207,-4000,52,235,4905,2
9486.52,34265.7,-4600.31,130,208,1691,4
20332,371342,-12248,94,526,12505,1
12478.3,73524.3,-4190,26,249,3630,2
7744.6,9282.77,-3025.52,15,138,554,2
5618.37,4257.58,-835,14,88,292,2
11111.3,113499,-4350,46,235,4905,2
6308.91,10287.3,-3370,16,109,689,3
7028.2,8862,-1397,27,135,584,1
9402.14,38512.8,-2350,15,196,1885,3
5506.01,1854.91,-1397.42,25,76,147,5
11162.6,49316,-1690,33,166,1414,5
5718.31,1841.25,-1340.42,15,76,147,4
6583.44,5185.55,-1750,9,79,292,5
9855.44,10160.9,-2080,36,154,587,2
9501.9,37913.1,-3709.85,50,180,2054,5
13865,70582,-5621,45,270,3130,1
6121.07,10508,-2108,28,99,691,1
19531,410299,-10300,59,473,14125,2
8414.71,26132.5,-3500,30,156,1364,4
15664.1,99035,-6965,95,288,3061,1
8484.29,10462.9,-2903.53,92,139,587,2
9301.13,11107,-2902.05,36,156,654,4
2344.5,50.5395,-643,6,33,5,2
12461.1,31024,-3150,51,216,1525,1
6842.04,4001.41,-2263.37,73,101,249,4
9437.01,10097,-2500,43,154,587,2
21854.4,406357,-9210,65,473,14125,5
11586.9,39319.3,-3586.58,35,193,2118,4
11022.3,37999.9,-4313.44,118,205,1751,3
25150.7,465864,-11000,48,483,15505,5
8664.27,10403.1,-2793.51,82,139,587,2
3783.93,1386.32,-982.697,37,52,133,2
12787.9,49620.8,-5000,30,215,2188,4
9442.7,26349.8,-3334.06,26,174,1415,4
9759.7,26922.1,-3387.09,28,174,1415,3
3812.77,2141.06,-1090.02,20,54,165,2
5052.96,3197.63,-1187.65,35,71,249,3
8859.14,11374,-3436,13,129,457,1
3394.18,1385.56,-655.823,33,40,100,3
4394.05,1941.98,-1076.92,5,63,166,3
6925.62,8741.9,-2584.27,79,122,487,1
10418.7,38961.1,-4117.8,27,193,2118,4
16066.4,115345,-3890,51,271,4426,3
23304.3,278144,-9721.79,71,468,9276,5
8764.99,14427.9,-3877.58,181,167,850,1
15965.3,116571,-4050,60,271,4426,2
14621.2,129703,-6703,58,325,5326,1
5566.57,3223.12,-3060,12,86,205,5
16341.2,173260,-6960,88,403,6746,3
9053.83,37719.1,-3815.97,44,180,2054,5
7263.68,5395.25,-1720,16,79,292,2
20602.8,254676,-14300,81,540,8870,3
11646.5,31612,-5147,49,220,1527,1
9137.38,37850.9,-3775.45,37,180,2054,5
2514.41,52.252,-518,6,33,5,5
10771.8,52569,-6399,84,225,2747,1
12317.1,70136.3,-5516.14,53,262,3211,5
12515.4,118096,-6188,23,263,4807,1
9605.83,75726,-5931,26,218,3707,1
11085.4,78515,-5622,28,213,3618,1
18725.9,161498,-8970,77,388,6290,4
8626.34,25223.7,-3165.86,28,157,1519,2
18287.7,160581,-9050,83,388,6290,3
7326.73,14204.2,-2321.93,86,120,809,3
3748.31,1400.73,-998.816,38,52,133,2
8901.7,37830,-3861.83,42,180,2054,5
6600.04,13481.6,-1500.78,24,96,804,4
7157.69,5684.54,-2267.55,65,107,346,5
10433,87401.8,-5220,46,254,3885,3
23536.7,280432,-9219.67,74,468,9276,5
8418.05,12309.8,-2538.76,83,128,693,4
22880.5,282693,-9573.47,69,468,9276,5
8828.78,13138.1,-2514.43,16,132,806,4
10812.5,50073.9,-4500,20,216,2677,3
14720.9,97567,-7000,206,316,3977,1
4323.8,1991.7,-1041.71,6,63,166,3
2606.9,64.3566,-474,8,33,5,4
13291.6,52395.3,-6014.1,57,288,2334,5
5286.35,3472.95,-817.654,48,51,132,3
11501.9,68976.4,-5182.14,147,247,3373,5
5332.46,3421.08,-804.578,50,51,132,2
4591.73,3032.56,-1250,38,71,249,3
9026.11,11370,-2980.44,39,156,654,4
15156.7,202367,-8665,55,388,7588,1
6979.66,5055.61,-1961.39,48,107,346,4
13435.8,88831,-4810,58,250,3051,1
6360.29,7525.81,-1663.89,48,93,545,2
5948.03,6586,-2842,49,109,398,1
6733.26,6458,-3734,10,119,428,1
11030.2,48596.2,-5070,18,216,2677,3
7918.96,7646.62,-1900,157,109,486,5
16883.6,143944,-7419.79,186,362,5847,5
2796.03,70.2872,-359,6,33,5,3
8241.45,19882.9,-3528.64,104,163,1162,2
12123.1,91699.4,-4610,61,254,3885,4
8783.81,50394.6,97.3,24,188,2599,4
19416.5,225400,-9813,71,378,7096,1
11491.3,73456.5,-4730,25,249,3630,2
6775.85,5179.66,-2171.02,64,107,346,2
15145.7,54614,-6787,41,253,2129,1
21854.4,515572,-11632.7,145,540,18067,4
13054.1,50522.2,-4650,41,234,2464,3
3917.4,2152.57,-1111.72,20,54,165,2
8707.15,25189.9,-3175.87,28,157,1519,2
14245.4,138775,-4967,72,298,5838,1
8223.68,9520.05,-2824.87,99,130,490,2
15185.4,225061,-10719,49,393,8734,1
10505.3,59817,-5665,45,213,3051,1
7740.12,10094.3,-2373.19,26,123,621,4
9935.1,38684.3,-3970.25,32,193,2118,4
14499.6,101900,-6368.85,37,283,3965,1
13952.1,57587.3,-3970,52,224,2192,2
13843.7,50458.4,-3830,29,234,2464,3
6214.89,7452.76,-1596.9,54,93,545,2
18126.6,161786,-9390,84,388,6290,3
8528.19,11936.7,-2534.98,83,128,693,2
16989.4,159601,-7173,61,353,6068,1
6851.9,8311.36,-1570,15,102,516,5
15286.7,123064,-8862,67,390,4923,1
13114.3,88578,-6136,41,264,3537,1
19933.6,299411,-13230,82,541,10395,1
13488.2,78991.2,-7610.12,80,320,3466,5
4668.37,3254.26,-1223,33,71,249,3
11339.5,39560.7,-3815.5,72,193,2118,4
7844.81,9586.19,-2945,101,130,490,2
12616.8,77944.5,-6090,62,272,3539,3
4036.11,1371.04,-971.03,33,51,102,5
12781.7,60073.2,-1670,50,223,2822,4
12241.4,71340.7,-5701.57,48,262,3211,5
7514,14337.3,-2273.74,78,120,809,3
12099.5,71835.5,-6057.58,30,262,3211,5
17112.4,219956,-13390,19,366,8086,1
16135.5,118292,-4210,61,271,4426,2
18058.6,179850,-7270,77,403,6746,3
13139.8,60481,-5764,59,255,2753,1
11682.2,47692.7,-5090,23,215,2188,3
6888.95,10446,-2584,46,112,689,1
22462.9,163341,-7110,116,449,5537,3
8540.61,12397.5,-2890.89,86,136,619,3
9610.97,25705.4,-3447.01,27,174,1415,4
24190.2,280121,-12900,72,540,8870,3
9679.76,29836,-3194.26,106,171,1747,5
11396,28779.2,-3050,17,194,1521,4
15228.2,150313,-7045,64,318,6060,1
4598.3,4146.34,-1130,11,79,317,2
12377,71880.9,-5518.28,27,262,3211,5
11335.2,55949.7,-2750,52,223,2822,5
10527.2,27400,-4357,41,188,982,1
8485.82,15549,-1958,55,129,764,1
14473.8,71465.3,-3300,70,224,2192,3
16757.2,162707,-7507.45,79,352,6744,2
11613.8,42959.5,-1330,54,223,2059,4
8792.97,17246.8,-2813.43,72,142,844,3
11151.2,24320,-4891,29,204,1162,1
3943.4,1449.97,-964.742,41,52,133,2
8272.49,28363.5,-2930.16,85,156,1521,3
10231,38842.4,-4076.11,30,193,2118,4
5068.86,4579,-2693,11,88,321,1
19209.1,269628,-15222,214,429,9549,1
8914.64,20303.6,-3526.56,92,163,1162,2
2489.52,51.6864,-614,6,33,5,5
12703.8,86774,-7466,244,295,3978,1
17687.8,153683,-11300,79,449,5537,2
4927.97,4302.09,-1460,12,79,317,2
13128.5,59784.8,-3640,71,223,2822,5
7763.22,9009.8,-1100,31,102,516,4
9715.56,27503.1,-2000,24,194,1521,4
18703.3,160405,-8790,87,388,6290,4
22876,266756,-15000,80,540,8870,3
13166.5,77308.6,-7018.26,102,320,3466,5
16971.2,163709,-7564.05,74,352,6744,2
15257.5,218754,-11806,91,434,8475,1
5659.09,1702.87,-1385.68,21,76,147,5
13729.6,102502,-5831.38,159,281,4061,5
10644.1,38909.3,-4301.02,36,193,2118,4
9785.31,10178.9,-1490,39,154,587,3
9810.74,38672.4,-4212.81,38,193,2118,3
20295.7,151831,-9350,94,449,5537,2
12502.1,114925,-2560,37,235,4905,3
7272.95,9394.1,-3119.23,21,138,554,3
5231.45,4303.96,-964,11,79,317,2
14820.1,108919,-6720,48,322,4619,5
7138.95,4022.96,-2300.91,72,101,249,4
17774.6,195370,-4210,50,390,7459,3
8330.55,11958.4,-2590.15,86,128,693,2
5876.56,4803.16,-1770,21,85,343,5
8655.89,11478,-3124.55,36,156,654,4
9540.66,12379.4,-2475.07,85,136,619,4
6843.44,13775.1,-1559.65,13,96,804,3
14396.4,58874.6,-3420,72,224,2192,4
9103.17,29620.7,-2060,31,166,1414,4
5403.36,4895.89,-1220,22,85,343,5
4716.29,3111.85,-1187.45,33,71,249,3
7615.31,12692.2,-2993.08,16,132,806,1
8719.41,25584.9,-3501.99,32,157,1519,1
19264,201709,-6720,49,390,7459,4
7083.62,12798,-2852.33,16,132,806,4
13876.4,140984,-5240,33,315,5844,3
2379.36,65.1906,-323,92,33,5,2
9805.99,29587.8,-92.6,52,194,1521,5
8695.58,13832,-5930,12,158,733,1
10201.5,43306,-4973,33,199,2061,1
8735.94,12233.8,-2451.14,79,128,693,3
12590.5,50977.3,-5180,36,234,2464,2
12906.3,138711,-7160,38,280,5737,1
16957.9,164111,-7586.53,72,352,6744,2
11670.5,30398.9,-1910,29,194,1521,4
2475.05,52.7779,-596,8,33,5,5
9815.82,10425.8,-1810,34,154,587,3
13215.2,61318.6,-4290,26,247,2754,3
9539.51,27329.6,-2799.04,84,158,1403,5
11969.7,70389.6,-6471.76,27,272,3295,1
9819.24,62058,-4877,25,234,3052,1
5885.06,7363.31,-1465.78,26,93,545,3
6901.81,4129.54,-2307.74,71,101,249,4
10223.4,86424.2,-3360,16,220,3450,4
10632.6,48347.3,-4470,26,216,2677,3
10102.3,28669.6,-2080,30,156,1364,5
25489.3,546061,-17055,58,609,15345,1
11963.9,71103.2,-5578.9,47,262,3211,5
3578.72,1435.1,-1039.37,38,52,133,2
8385.31,25963.8,-2670,27,156,1364,3
5217.44,4313.29,-901,11,79,317,2
8880.34,51873.7,-3870,20,188,2599,3
12996.6,57194.1,-4000,43,224,2192,4
9022.74,10648.2,-2699.16,89,139,587,3
5061.55,3885,-1611,42,84,292,1
9584.34,27657.9,-2932.47,100,158,1403,3
13235.7,69383,-5859,29,263,2902,1
2407.1,51.6361,-436,8,33,5,5
16808.3,110425,-6790,35,322,4619,3
7433.07,14244.3,-2295.94,88,120,809,4
13499.5,141175,-6250.17,178,308,6057,3
7333.51,26580.7,-2746.3,84,156,1521,4
9275.13,16920.7,-3645.26,57,172,973,3
7379.6,15016.1,-2685.12,75,134,970,3
18444.8,167373,-15045,231,450,5964,1
9432.26,25734,-4786,24,165,1411,1
9024.41,26081.7,-2810,28,156,1364,3
8191.8,4754.96,-1837.94,25,131,271,5
11196.3,39581.4,-3862.61,25,193,2118,4
7026.44,5992,-2218,11,110,315,1
2629.08,47.9959,-283,96,33,5,3
22592.5,408774,-8110,67,473,14125,3
6826.37,12085.5,-1572.34,23,105,765,3
9515.7,26379.6,-3424.42,22,174,1415,4
13869.8,104839,-6957,66,278,4427,1
16359.7,191743,-9391,74,376,5854,1
4957.5,4271.69,-1630,13,79,317,2
17196.9,111935,-6330,40,322,4619,3
8794.18,19426,-4277,32,164,1069,1
3803.09,2180.48,-1160.35,20,54,165,2
8954.3,28611.3,-3485.07,36,179,1626,5
9054.93,27139.2,-2210,28,156,1364,2
3747.51,1137,-872,10,52,101,1
22548.1,278172,-9737.45,64,468,9276,5
8103.53,20373,-2934.3,64,145,1156,4
9435.8,38044.7,-3802.43,38,180,2054,5
14234.1,60315.6,-5420,28,247,2754,3
17086.1,113225,-6090,35,322,4619,4
8629.8,26660.5,-2720,35,166,1414,4
6638.27,5345.31,-2090,9,79,292,2
8895.89,37333.5,-3769.05,51,180,2054,5
13097.7,61047,-4490,33,247,2754,4
10899.6,86550.4,-2650,22,220,3450,3
25404.8,472342,-9620,38,483,15505,2
10561.4,40607.2,-3463.35,45,180,2054,5
14865.2,143234,-10126,249,336,5954,1
5511.12,7519.15,-1896.12,75,104,457,2
4131.27,2174.93,-1090.84,20,54,165,2
28334.2,515966,-14286,114,651,15005,1
15195.5,142061,-4390,60,315,5844,4
14575,113317,-9040,55,300,5105,1
14831.4,127495,-7075.76,50,322,5425,1
5772.94,4992.1,-477,36,85,343,5
5093.04,3031.78,-780.863,36,51,132,3
8276.55,26565.4,-2840,30,156,1364,3
15873.5,171874,-6460,83,403,6746,3
9204.78,28963.6,-3427.45,33,179,1626,5
18799.6,300265,-9604,64,392,11108,1
11181,39812.7,-3867.35,29,193,2118,4
14074.8,69087.2,-3000,65,224,2192,2
6117.02,5223.46,-1170,21,85,343,5
9419.52,30924.8,-1890,25,156,1364,4
23941.1,263107,-8700,98,537,8350,3
23065.5,266000,-8110,98,537,8350,3
11284.2,57477.2,-4330,31,223,2822,5
9842.68,22500.9,-2530,40,182,1212,5
20421.5,124223,-10384,82,436,4628,1
12736,46361,-5838.89,56,273,2061,5
8447.4,8032,-2235,49,146,458,1
9414.81,39911.9,-3100,15,196,1885,3
12574.3,73529.7,-3400,18,249,3630,2
5243.9,1695.79,-1485.38,21,76,147,5
7819.98,4634.86,-2744.3,31,131,271,5
6291.36,13356,-2877,13,104,844,1
8659.58,28084,-3323,62,150,1305,1
14023.7,139739,-5963.84,166,308,6057,5
11211,50263.8,-4640,21,216,2677,3
24732.2,478163,-11300,44,483,15505,4
8157.48,26753.5,-2836.75,90,156,1521,4
16658.2,137142,-8453,83,375,5426,1
9606.91,26544.1,-2440,13,166,1414,3
9602.86,27350.1,-1950,30,166,1414,5
3922.28,1443.51,-973.392,41,52,133,2
13959.3,141307,-4830,45,315,5844,3
12875.2,51184,-2710,38,234,2464,2
10350.6,53700,-5120,58,224,2192,2
12260.2,73386.2,-2890,24,249,3630,2
7015.25,14179,-2454.23,84,120,809,3
15277.1,107642,-10052,244,357,4623,1
7283.14,4160.78,-2246.33,69,101,249,4
5232.84,3516.26,-839.097,47,51,132,1
2396.06,50.7617,-757,6,33,5,5
14706.7,68256.7,-493,65,223,2059,3
7703.81,25476.7,-3131.72,28,157,1519,3
2406,53.505,-355,8,33,5,2
14242.3,139741,502,35,315,5844,5
14357.4,57520.2,-5280,26,215,2188,3
9970.82,10564.7,-1830,37,154,587,3
15621.7,116715,-8716,59,308,4629,1
4037.77,2194.64,-1080.14,20,54,165,2
9783.36,16951.7,-3875.34,79,172,973,3
8484.08,9735.16,-2797.07,22,138,554,3
9748.57,27700.3,-2797.86,85,158,1403,4
7522.43,19289,-2584,28,136,1108,1
24070.6,265748,-12800,63,540,8870,3
5657.34,4200.2,-1532.97,126,88,318,2
11995.1,87520.3,-2280,18,220,3450,4
13544.6,59228.5,-5680,16,215,2188,4
22629.9,468809,-13600,77,483,15505,2
11509.3,49361.7,-5720,32,215,2188,3
5779.34,11043.6,-1930.41,18,102,764,4
10200.8,34168.4,-3426.24,78,176,1922,4
5939.29,11574,-1850.09,32,105,765,3
8231.27,16360,-4554,24,120,803,1
18386.1,305592,-11749,201,428,11269,1
6680.56,10325,-3010,15,109,689,3
7906.3,9248.03,-2965.96,21,138,554,4
17960.1,112022,-9271,362,370,4350,1
7937.36,9012.58,-1160,26,102,516,4
11047.8,68682.2,-5144.52,141,247,3373,5
14119.6,117576,-6711,65,286,4623,1
27786.2,622142,-12100,112,607,16234,1
12230.4,73477.5,-4190,25,249,3630,5
14233.3,222720,-7509,56,347,9121,1
8632.54,10519.2,-2883.01,96,139,587,2
20754.8,189756,-7340,75,403,6746,3
8247.38,12180,-2559.42,82,128,693,3
13769,95342.1,-7433.65,150,305,3893,1
5197.2,4401.87,-1450,23,85,343,5
13312.1,60527.6,-4870,24,247,2754,3
20692.9,154471,-9610,93,449,5537,2
7385.98,4157.84,-2244.95,69,101,249,4
13962.6,46974,-5690.4,63,273,2061,4
4936.02,4383.61,-1340.89,21,72,340,3
17466.3,241417,-9446,56,378,7474,1
5492.68,3766.63,-808.519,44,51,132,5
10628.6,85757,-1760,23,220,3450,3
11409.4,113610,-3400,51,235,4905,2
6564.77,13067.3,-1624.74,16,96,804,2
11969.8,71478,-5681.96,45,262,3211,5
15434.2,136149,-8800,84,449,5537,2
6569.61,13417.1,-1596.23,18,96,804,2
11559.4,43948.9,-594,26,166,1414,3
8551.26,4672.35,-2534.27,26,131,271,5
4894.07,2963.8,-1262.32,46,67,224,4
22946.8,516498,-11536.6,132,540,18067,4
2393.16,48.7374,-608,6,33,5,5
3780.2,2196.31,-555.915,3,43,161,5
5770.04,11076.8,-1901.77,19,102,764,4
39428.4,1220430,-21623,246,815,18867,1
8551.27,26644.7,-2240,27,156,1364,3
6999.66,9002,-1305,39,106,522,1
13227.2,85425,-7354,199,275,3711,1
14557.5,141462,-4480,51,315,5844,3
6878.39,10552.6,-3120,14,109,689,4
9380.97,29795.1,-3271.77,123,171,1747,5
5341.85,4263.03,-1480,14,88,292,5
14788.3,117807,-7050,61,271,4426,3
8733.17,25411.9,-3189.65,29,157,1519,2
9565.54,29934.8,-2728.17,82,156,1521,4
5925.06,7643,-3609,11,108,487,1
12881.4,56452.9,-4134.33,39,215,2394,5
6964.4,8611.9,-1070,29,102,516,5
6581.13,13283.2,-1552.86,18,96,804,2
9441.45,39285.3,-2680,19,196,1885,3
10730.7,39264.8,-3913.75,24,193,2118,4
6446.21,9157,-1169,17,111,617,1
4958.21,2303,-1503,5,66,148,1
3738.45,1459.92,-988.297,42,52,133,2
8350.29,9399.1,-2657.49,96,130,490,2
5313.22,4309.04,-1250.53,24,72,340,3
8261.03,40097,-4084,18,164,2118,1
6077.95,4122.24,-1494.81,126,88,318,2
25758.1,277467,-10900,68,540,8870,4
8741.71,25550.6,-3116.68,40,157,1519,2
8477.42,20262.6,-3420.59,104,163,1162,2
9243.36,21184.8,-3337.66,87,163,1162,2
9322.98,27727.2,-2887.89,96,158,1403,3
9910,35151.4,-4456.41,129,208,1691,4
4959.22,3014.46,-1248.36,48,67,224,3
8096.18,9440.18,-2959.6,82,130,490,2
7475.73,14413.6,-2318.55,89,120,809,3
22710.4,474799,-13600,50,483,15505,3
9410.24,29961.8,-3162.53,117,171,1747,5
9235.56,26720.4,-1960,31,156,1364,3
11159.1,38706.1,-3380,38,196,1997,3
5042.57,4189.33,-1490.48,119,88,318,3
10176.3,38697.1,-4069.74,20,193,2118,4
8633.76,13562.6,-2840.56,13,148,729,4
9019.1,28844.3,-3358.95,31,179,1626,4
8429.48,11975.9,-2613.12,90,128,693,5
14746.6,95715.7,-5653.07,45,294,4249,4
12139.1,53150,-5291,21,214,2327,1
11411,36881.7,-2210,38,166,1414,4
19121,161003,-8380,90,388,6290,4
12689.6,86072,-3899,11,242,3621,1
13210.2,47049.9,-5771.87,68,273,2061,4
2929.34,58.6641,-177,92,33,5,4
5952.65,11399.3,-1900.48,19,102,764,4
12558.3,45928.7,-5836.97,69,273,2061,4
5554.86,6240.64,-1720,131,109,486,4
5665.27,5370,-2183,14,90,370,1
7104.82,9583,-2042,21,130,585,1
13941.8,87127,-6004,29,314,3626,1
10428.4,21138,-3254,28,185,1117,1
5067.99,3097.37,-789.123,37,51,132,3
8739.48,37227.1,-4383.27,34,193,2118,4
6659.68,10393.5,-2750,12,109,689,3
12353.2,66685,-7895,48,285,3059,1
13250.4,51768.9,-6069.66,52,288,2334,5
9900.55,25596.5,-3457.9,21,174,1415,4
5633.88,4438.51,-681,19,88,292,3
9894.83,39903.4,-3696.47,50,180,2054,4
12679.1,111316,-9156,57,290,4715,1
15068.2,80795,-6727,42,284,3544,1
6478.29,13159.1,-1678.55,16,96,804,2
4149,2175.29,-940.882,20,54,165,2
7974.5,12831.9,-2698.55,15,132,806,4
10863.6,20535,-4457,115,189,1020,1
19195.2,139734,-10685,28,273,2610,1
8460.3,10518.8,-2921.25,90,139,587,2
6839.2,13025.7,-1481.3,22,96,804,4
4542.28,5311,-2197,18,76,396,1
10201.5,49877.9,-5190,23,216,2677,4
7584.3,9057.85,-2985.04,16,138,554,2
9737.96,25849.3,-3397.6,29,174,1415,4
9847.21,26181.6,-3299.57,37,174,1415,4
13869.9,140912,-4880,47,315,5844,3
12290.5,46185.8,-5350,17,215,2188,3
21275,408503,-8430,59,473,14125,2
12419.7,72026.6,-5663.33,29,262,3211,5
5370.26,4370.42,-1250,21,88,292,2
8921.47,38391.2,-3866.59,51,180,2054,5
21224.8,411354,-8430,59,473,14125,2
13401.2,80675.2,-5930,51,272,3539,3
6995.5,6689.59,-2127.62,30,108,428,4
7802.66,5255.33,-1851.22,21,107,346,5
13595.7,74591,-4341,109,287,2983,1
8464.84,17733,-4715,12,148,850,1
13396.3,41963.3,-2690,49,234,1581,4
9067.35,28958.4,-3496.85,32,179,1626,5
11536.9,73455,-4630,25,249,3630,2
12929.6,63168,-4662,31,235,2528,1
9196.55,11930.7,-2722.93,89,136,619,3
9620.67,39337.6,-2730,15,196,1885,3
7288.54,14178.6,-2340.81,88,120,809,3
6804.76,4067.96,-2336.76,71,101,249,4
5398.98,1758.25,-1404.67,11,76,147,5
26274.2,606547,-14226,196,624,18837,1
20944.6,148080,-7500,93,449,5537,2
9571.69,39147.9,-3380,15,196,1885,3
6898.14,13925.3,-2382.49,98,120,809,3
13849.8,55741,-6062,65,258,2327,1
12337.3,80268.8,-5100,42,272,3539,4
12295.2,74257.5,-2870,37,249,3630,2
5976.87,10806,-2662,3,98,654,1
16035.6,153244,-8096,113,336,5421,1
7895.8,13172.7,-2874.01,14,133,726,1
15343.5,80553.6,-7183.69,68,320,3466,5
7193.86,14334.1,-2371.85,83,120,809,3
3855.52,2246.71,-1108.13,20,54,165,2
7685.07,12010,-4346,39,150,655,1
10164.2,22259.2,-2690,37,182,1212,5
11389.6,26771,-3052,56,163,770,1
10833.1,32653.5,-4345.75,123,204,1692,3
11584.6,50322.3,-5210,25,216,2677,3
9256.37,38069.1,-3706.8,37,180,2054,5
6419.78,10287.8,-3020,16,109,689,3
6813.93,3815.31,-2040,16,86,205,5
5313.53,1789.08,-1437.22,18,76,147,5
8081.66,25410.6,-3299.99,25,157,1519,3
15425.9,83662.8,-2240,55,223,2059,2
9011.15,20828,-3285,48,179,1162,1
4965.28,4261.85,-1450,10,79,317,2
8890.69,28084.7,-1850,23,156,1364,4
9767.52,10227.6,-2290.35,91,130,490,4
8318.05,39857,-4819,25,166,2178,1
7636.29,16480.6,-2629.67,81,134,970,5
12579.6,71755.5,-5610.01,31,262,3211,5
10584.4,54044.5,-1850,36,188,2599,4
17624.6,183639,-9220,65,403,6746,4
8775.88,16777,-5085,52,180,895,1
16971.6,116527,-12984,248,382,4538,1
5704.25,4205.56,-1080,12,79,317,2
16865.3,135626,-7250,58,300,3064,1
6660.03,12150.2,-1822.36,8,105,765,3
9245.08,28680.7,-3378.21,35,179,1626,4
7490.33,18100,-3869,21,144,1068,1
5659.65,7578.22,-1873.41,75,104,457,2
18544.5,147401,-10100,80,449,5537,2
21741.4,414800,-10500,60,473,14125,3
12479.7,98417,-6600,24,249,4152,1
13260.8,50625.8,-4090,33,234,2464,3
7885.9,9511.97,-2907.92,20,138,554,3
9265.41,37582.3,-3704.26,37,180,2054,5
13357.4,95819.8,-5861.35,52,294,4249,4
9172.26,27400.6,-2950,26,166,1414,3
20322.7,249718,-10400,61,540,8870,4
9803.29,20838,-3429,129,172,1116,1
11852.5,49483.6,-4410,49,234,2464,4
7044.97,4174.19,-2310.54,71,101,249,4
2543.48,59.9302,-422,93,33,5,4
9552.34,16681,-3841,88,172,973,3
9861.33,54723,-4455,26,211,2753,1
7066.74,12777.3,-2852.12,15,132,806,4
3974.61,2209.46,-1076.41,21,54,165,2
6766.37,7326,-2343,57,108,517,1
4797.49,4213.83,-1432.9,7,72,340,1
13912.4,121962,-4903,229,281,5516,1
11265.7,30905.5,-899,31,166,1111,4
19809,181137,-4770,77,403,6746,3
9051.47,43212.4,-3186.63,73,159,2181,3
7884.85,15607,-3144,73,162,815,1
23836.8,377134,-7360,122,462,11563,5
5249.25,2092.77,-1619.92,4,82,185,5
20108,155221,-8390,67,449,5537,2
15792.7,194197,-9760,66,390,7459,4
5380.23,4353.82,-1277.61,15,72,340,4
5225.84,4231.68,-1390,14,88,292,5
16474.5,178680,-8595,73,347,6976,1
7761.04,12579.3,-1686.98,14,105,765,4
14435.7,191551,-9974,93,324,7817,1
9033.9,25247.8,-3163.68,31,157,1519,3
13554.7,110073,-4660,55,271,4426,4
24511,474472,-10700,45,483,15505,3
23807,298153,-8830,96,537,8350,3
17483.1,206184,-6482,97,390,7575,1
10442.8,10410.3,-2380,36,154,587,3
3986.61,2181.93,-1118.33,20,54,165,2
11316.7,31063,-4898,55,209,1468,1
6887.39,3992.92,-2255.65,70,101,249,4
16092.3,136041,-7722,53,325,5118,1
4021,2176.59,-1076.44,20,54,165,5
11105.2,49199.7,-4070,29,216,2677,4
6825.99,5346.56,-1790,8,79,292,2
8962.29,16938,-2712.84,82,142,844,3
11286.1,114902,-3850,47,235,4905,2
8750.48,9768.44,-2735.34,15,138,554,4
12755.9,90037,-6933,170,288,4066,1
14337.6,108191,-7580,55,322,4619,5
7689.53,9001.47,-1540,22,102,516,5
14123.4,92005.3,-5250,70,254,3885,4
6903.94,13479.8,-1539.96,22,96,804,2
5936.36,4830.26,-1690,24,85,343,5
10185.5,29595.2,-1190,28,166,1111,3
5350.01,3305.24,-2470,15,86,205,5
18040.9,271890,-13502,68,430,9684,1
8214.07,11842.4,-2570.01,80,128,693,5
2640.44,50.7964,-526,6,33,5,5
12648.5,175608,-6053,86,296,7449,1
5802.71,3489.84,-723.559,49,51,132,2
13552.2,59400,-4576,23,220,2261,1
7008.85,4098.52,-2329.81,70,101,249,4
9498.21,20818,-3721,161,162,1255,1
6665.57,10377,-2538,72,117,727,1
7014.55,5182.12,-2130.17,54,107,346,3
